Level,Date and Time,Source,Event ID,Task Category,
Information,13-09-2024 19:10,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9MSPC6MP8FM4-Microsoft.Whiteboard
Information,13-09-2024 19:10,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Whiteboard_54.20907.567.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Error,13-09-2024 19:08,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice.
Information,13-09-2024 19:08,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice
Information,13-09-2024 19:08,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:07,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Warning,13-09-2024 19:06,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name teams.microsoft.com timed out after none of the configured DNS servers responded. Client PID 15184.
Information,13-09-2024 19:04,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:04,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,13-09-2024 19:04,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,13-09-2024 19:04,Microsoft-Windows-Ntfs,98,None,Volume Windows (\Device\HarddiskVolumeShadowCopy3) is healthy.  No action is needed.
Information,13-09-2024 19:04,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,13-09-2024 19:04,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,13-09-2024 19:03,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:03,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:03,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,13-09-2024 19:03,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,13-09-2024 19:03,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|[::]:123->[64:ff9b::2851:5e41]:123)."
Information,13-09-2024 19:03,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,13-09-2024 19:03,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,13-09-2024 19:03,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:03,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:03,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 19:03,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,13-09-2024 18:51,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,13-09-2024 18:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,13-09-2024 18:50,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,13-09-2024 18:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_1.24081.102.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,13-09-2024 18:50,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay
Information,13-09-2024 18:50,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay
Information,13-09-2024 18:50,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9P5VK8KZB5QZ-Microsoft.UI.Xaml.2.7
Information,13-09-2024 18:50,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9P5VK8KZB5QZ-Microsoft.UI.Xaml.2.7
Information,13-09-2024 18:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.7_7.2409.9001.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,13-09-2024 18:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.7_7.2409.9001.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,13-09-2024 18:49,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 18:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_7.224.9031.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Error,13-09-2024 18:49,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice.
Information,13-09-2024 18:49,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice
Information,13-09-2024 18:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.CrossDevice_1.24081.57.0_x64__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,13-09-2024 18:47,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 18:47,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 18:47,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 18:46,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,13-09-2024 18:46,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)) service was changed from demand start to disabled.
Information,13-09-2024 18:46,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,13-09-2024 18:46,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability))
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\sustainability\mc-sustainability.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,13-09-2024 18:45,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,13-09-2024 18:43,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,13-09-2024 18:42,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,13-09-2024 18:42,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:42,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:42,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:42,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Mini-Filter Driver service was changed from boot start to demand start.
Information,13-09-2024 18:42,Microsoft-Windows-FilterManager,1,None,"File System Filter 'WdFilter' (Version 10.0, ‎2046‎-‎12‎-‎28T09:14:16.000000000Z) unloaded successfully."
Information,13-09-2024 18:42,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Boot Driver service was changed from boot start to demand start.
Information,13-09-2024 18:42,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Service service was changed from auto start to demand start.
Information,13-09-2024 18:41,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,13-09-2024 18:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container MSTeams_24215.1007.3082.1590_x64__8wekyb3d8bbwe SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,13-09-2024 18:40,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,13-09-2024 18:40,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  MpKsl43192d3e
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{AF9424F4-31D6-45A8-A9D6-88B29BBE6005}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,13-09-2024 18:40,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2046‎-‎12‎-‎28T09:14:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:40,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Boot Driver service was changed from demand start to boot start.
Information,13-09-2024 18:40,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Mini-Filter Driver service was changed from demand start to boot start.
Information,13-09-2024 18:40,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Service service was changed from demand start to auto start.
Information,13-09-2024 18:39,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Warning,13-09-2024 18:39,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13-09-2024 18:39,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 7 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 2 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 1 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 4 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 6 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 5 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,13-09-2024 18:38,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 0 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\e6c4dbd6cf00e228_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,13-09-2024 18:38,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,13-09-2024 18:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,13-09-2024 18:37,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,13-09-2024 18:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\802def751dd20459_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,13-09-2024 18:37,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,13-09-2024 18:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\2cf1c9054f3a49aa_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Warning,13-09-2024 18:37,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13-09-2024 18:37,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,13-09-2024 18:37,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,13-09-2024 18:37,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Information,13-09-2024 18:37,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,13-09-2024 18:37,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:4612) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,13-09-2024 18:37,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:4612) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,13-09-2024 18:37,IntelHaxm,4,None,"The description for Event ID 4 from source IntelHaxm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,13-09-2024 18:37,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:15099/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,13-09-2024 18:37,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2000‎-‎09‎-‎21T22:24:55.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2065‎-‎11‎-‎25T12:45:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) unloaded successfully."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1988‎-‎06‎-‎14T05:06:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2060‎-‎05‎-‎05T22:51:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,13-09-2024 18:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎2021‎-‎05‎-‎03T11:37:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,13-09-2024 18:37,RST Middleware,25,None,"Found existing Intel® Optane™ Volume. 
 Fast Drive: SCSI Port: 0, SCSI Bus: 3, SCSI Target: 0, PCIe SSD, 29260513280 bytes, INTEL HBRPEKNX0202AHO                    
 Accelerated Drive: SCSI Port: 0, SCSI Bus: 2, SCSI Target: 0, PCIe SSD, 512110190592 bytes, INTEL HBRPEKNX0202AH                     
 System Volume: true 
 Is on hybrid: true"
Information,13-09-2024 18:37,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,13-09-2024 18:37,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,13-09-2024 18:37,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,13-09-2024 18:37,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,13-09-2024 18:37,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,13-09-2024 18:37,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,13-09-2024 18:37,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,13-09-2024 18:37,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,13-09-2024 18:37,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Warning,13-09-2024 18:37,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,13-09-2024 18:37,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,13-09-2024 18:37,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,13-09-2024 18:37,Microsoft-Windows-Kernel-General,24,-11,The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
